datetime,funding_rate,funding_rate_timestamp
2024-12-02 08:00:00,0.00014214,1733126400000
2024-12-02 16:00:00,0.0001,1733155200000
2024-12-03 00:00:00,0.0001,1733184000000
2024-12-03 08:00:00,0.00025103,1733212800000
2024-12-03 16:00:00,0.00012348,1733241600000
2024-12-04 00:00:00,0.00027771,1733270400000
2024-12-04 08:00:00,0.00042588,1733299200000
2024-12-04 16:00:00,0.00036313,1733328000000
2024-12-05 00:00:00,0.00031187,1733356800000
2024-12-05 08:00:00,0.00108552,1733385600000
2024-12-05 16:00:00,0.00064806,1733414400000
2024-12-06 00:00:00,0.00013466,1733443200000
2024-12-06 08:00:00,0.0001,1733472000000
2024-12-06 16:00:00,0.0001,1733500800000
2024-12-07 00:00:00,0.00015125,1733529600000
2024-12-07 08:00:00,0.0001,1733558400000
2024-12-07 16:00:00,0.0001,1733587200000
2024-12-08 00:00:00,0.00026121,1733616000000
2024-12-08 08:00:00,0.00024888,1733644800000
2024-12-08 16:00:00,0.00029123,1733673600000
2024-12-09 00:00:00,0.00017858,1733702400000
2024-12-09 08:00:00,0.0001,1733731200000
2024-12-09 16:00:00,0.00015788,1733760000000
2024-12-10 00:00:00,0.0001,1733788800000
2024-12-10 08:00:00,0.0001,1733817600000
2024-12-10 16:00:00,0.0001,1733846400000
2024-12-11 00:00:00,0.0001,1733875200000
2024-12-11 08:00:00,0.0001,1733904000000
2024-12-11 16:00:00,0.0001,1733932800000
2024-12-12 00:00:00,0.0001,1733961600000
2024-12-12 08:00:00,0.0001,1733990400000
2024-12-12 16:00:00,0.0001,1734019200000
2024-12-13 00:00:00,0.0001,1734048000000
2024-12-13 08:00:00,0.0001,1734076800000
2024-12-13 16:00:00,0.0001,1734105600000
2024-12-14 00:00:00,0.0001,1734134400000
2024-12-14 08:00:00,0.0001,1734163200000
2024-12-14 16:00:00,0.0001,1734192000000
2024-12-15 00:00:00,0.0001,1734220800000
2024-12-15 08:00:00,0.0001,1734249600000
2024-12-15 16:00:00,0.0001,1734278400000
2024-12-16 00:00:00,0.0001,1734307200000
2024-12-16 08:00:00,0.0001,1734336000000
2024-12-16 16:00:00,0.0001,1734364800000
2024-12-17 00:00:00,0.0001,1734393600000
2024-12-17 08:00:00,0.0001,1734422400000
2024-12-17 16:00:00,0.0001,1734451200000
2024-12-18 00:00:00,0.0001,1734480000000
2024-12-18 08:00:00,9.332e-05,1734508800000
