open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1733011200000,3705.74,3730.00,3690.28,3691.12,142639.811,1733014799999,529344823.87079,232248,65566.313,243367329.42167,0
1733014800000,3691.14,3734.12,3676.93,3712.40,175999.154,1733018399999,651912907.89339,290335,87257.827,323254185.49991,0
1733018400000,3712.41,3716.39,3661.35,3666.63,206873.337,1733021999999,762577244.42878,328204,90522.377,333701805.83723,0
1733022000000,3666.63,3715.45,3665.71,3709.49,121111.857,1733025599999,447199534.34925,187046,64652.210,238761978.17125,0
1733025600000,3709.49,3710.49,3690.04,3704.34,84017.951,1733029199999,310919122.67312,143091,35494.355,131364878.24051,0
1733029200000,3704.34,3704.34,3682.43,3685.18,49842.999,1733032799999,184003757.46008,107645,18426.438,68033917.45967,0
1733032800000,3685.18,3708.10,3684.01,3702.00,46311.187,1733036399999,171380936.61094,94043,23301.423,86220233.94613,0
1733036400000,3702.00,3720.00,3695.65,3705.05,63392.978,1733039999999,235176458.69634,108452,32934.365,122193499.24653,0
1733040000000,3705.05,3720.00,3701.28,3710.48,94985.441,1733043599999,352683665.12405,166732,48427.351,179813581.99718,0
1733043600000,3710.48,3713.39,3693.07,3703.36,60286.441,1733047199999,223160683.57184,98714,27981.861,103597431.08212,0
1733047200000,3703.37,3703.70,3677.38,3685.03,83163.850,1733050799999,306783522.72199,116387,36507.596,134662698.88042,0
1733050800000,3685.02,3699.89,3681.21,3694.14,58777.689,1733054399999,217000667.64279,110658,30456.174,112445656.29243,0
1733054400000,3694.13,3697.21,3682.00,3684.28,50177.525,1733057999999,185103970.43008,112081,23775.465,87716656.34210,0
1733058000000,3684.28,3714.84,3680.50,3703.82,95616.699,1733061599999,354083843.20373,162125,49214.522,182242842.64650,0
1733061600000,3703.82,3715.18,3696.43,3708.39,86713.787,1733065199999,321481126.48874,140521,43252.193,160402011.63001,0
1733065200000,3708.39,3750.67,3703.33,3731.00,249386.257,1733068799999,930723152.16893,310128,131926.320,492403353.49862,0
1733068800000,3730.99,3747.21,3725.18,3728.74,110068.808,1733072399999,411203989.31238,200171,54837.486,204900322.72482,0
1733072400000,3728.74,3732.80,3708.18,3726.12,106273.810,1733075999999,395048340.44114,159177,51278.493,190649648.79285,0
