datetime,open,high,low,close,volume,quote_volume,trades,taker_buy_base,taker_buy_quote
2020-01-01 20:00:00,131.79,132.18,131.6,132.09,14358.92,1894212.29117,1283,7427.87,979844.67257
2020-01-01 21:00:00,132.09,132.25,131.57,131.77,18456.592,2435027.95156,1468,8764.708,1156180.45712
2020-01-01 22:00:00,131.77,131.77,129.8,130.21,45005.5,5874611.1165,3813,20284.876,2646735.43667
2020-01-01 23:00:00,130.21,130.78,129.54,130.62,28262.382,3677992.76734,2115,14591.848,1899136.61467
2020-01-02 00:00:00,130.63,130.75,130.2,130.6,15892.61,2072878.98118,1346,8391.716,1094451.93662
2020-01-02 01:00:00,130.61,130.61,130.09,130.17,13015.26,1696085.95489,1135,6768.638,882114.41743
2020-01-02 02:00:00,130.13,130.13,128.86,129.7,38688.044,5008722.46878,3374,19077.276,2469887.48836
2020-01-02 03:00:00,129.7,129.7,128.75,129.09,23757.32,3069374.11323,2628,11858.695,1532046.64567
2020-01-02 04:00:00,129.07,129.83,128.67,129.55,28032.828,3627201.48923,2269,13875.658,1795492.29665
2020-01-02 05:00:00,129.54,129.71,129.3,129.58,12684.201,1642345.71536,1406,6541.389,846958.20358
2020-01-02 06:00:00,129.58,129.96,129.15,129.39,11052.361,1432389.94633,1082,5916.088,766732.93276
2020-01-02 07:00:00,129.39,129.65,128.96,129.28,23377.733,3021933.62673,1880,11809.051,1526494.33586
2020-01-02 08:00:00,129.2,130.22,129.17,130.14,19059.405,2474922.44059,1434,10044.99,1304563.45299
2020-01-02 09:00:00,130.14,130.15,129.57,129.96,16525.189,2144499.83423,1277,8935.998,1159662.61935
