open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1659312000000,23290.10,23384.90,23251.00,23365.90,14751.085,1659315599999,343900242.16280,152524,7866.200,183405723.51950,0
1659315600000,23365.80,23432.60,23319.30,23407.80,9104.508,1659319199999,212945224.23970,104978,4437.010,103785046.41050,0
1659319200000,23407.70,23458.30,23360.80,23412.00,7736.076,1659322799999,181102911.61190,90206,3415.055,79959646.93740,0
1659322800000,23412.00,23430.50,23306.00,23366.30,7579.312,1659326399999,176971634.30370,79055,3914.763,91411913.23960,0
1659326400000,23366.20,23408.70,23340.80,23380.50,5416.949,1659329999999,126628486.50350,59397,2808.930,65667639.05080,0
1659330000000,23380.60,23404.40,23269.80,23318.40,10449.631,1659333599999,243838357.85990,93645,5089.946,118781190.45880,0
1659333600000,23318.30,23333.50,23141.00,23216.80,20821.095,1659337199999,483304883.12790,161274,10343.373,240066935.26220,0
1659337200000,23216.80,23335.00,23100.00,23313.40,20442.269,1659340799999,474600432.65491,167493,10913.590,253421897.69540,0
1659340800000,23313.30,23376.00,23262.10,23280.50,13394.528,1659344399999,312303818.10870,121350,6111.572,142521289.44120,0
1659344400000,23280.50,23368.40,23260.00,23301.80,9821.162,1659347999999,229007956.64710,94749,5064.957,118109920.84760,0
1659348000000,23301.80,23308.80,22966.00,23026.50,36163.369,1659351599999,835587653.21681,257870,16587.829,383153858.43560,0
1659351600000,23026.40,23266.00,22933.50,23216.20,32645.331,1659355199999,754307224.18986,267353,17141.276,396119778.62896,0
1659355200000,23216.20,23300.00,23112.00,23129.10,22188.790,1659358799999,514572189.53410,183279,10180.688,236134486.54820,0
1659358800000,23129.10,23343.10,22955.00,23233.10,44703.801,1659362399999,1033174329.85474,330491,24010.227,555091755.34656,0
1659362400000,23233.00,23497.00,23202.30,23426.50,50788.986,1659365999999,1187640844.36389,374966,25352.949,592911010.98869,0
1659366000000,23426.60,23450.00,23267.20,23315.10,19903.346,1659369599999,464586872.00550,176955,9236.111,215605511.90340,0
1659369600000,23315.10,23339.00,23131.70,23193.10,24470.596,1659373199999,568147462.43120,208663,11740.574,272605525.33290,0
1659373200000,23193.20,23200.80,22850.00,22954.50,40919.119,1659376799999,940989137.53979,319499,19551.039,449638193.73860,0
1659376800000,22954.50,22989.00,22836.20,22944.50,19528.416,1659380399999,447447255.00407,179182,9824.855,225152137.34960,0
1659380400000,22944.40,23040.90,22857.40,22944.90,17820.412,1659383999999,409022495.39400,159869,8666.473,198949364.22060,0
