open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1659312000000,1677.63,1689.80,1673.75,1687.32,173431.338,1659315599999,291551508.59627,163180,86982.248,146233016.59986,0
1659315600000,1687.32,1698.83,1683.00,1695.99,134093.762,1659319199999,226910916.03845,127300,69195.563,117107024.52195,0
1659319200000,1695.99,1704.32,1690.02,1694.31,112647.451,1659322799999,191027074.80023,112359,49905.062,84662289.60490,0
1659322800000,1694.31,1696.35,1681.72,1690.67,106734.100,1659326399999,180200001.47934,115769,49820.348,84109195.73763,0
1659326400000,1690.67,1696.49,1687.70,1693.99,67844.173,1659329999999,114802421.89781,80161,35555.897,60171476.87644,0
1659330000000,1693.99,1696.22,1683.00,1691.12,108512.999,1659333599999,183296142.87043,102050,50126.140,84675119.72403,0
1659333600000,1691.13,1691.56,1674.30,1684.56,173904.935,1659337199999,292382633.35062,148379,82804.200,139234642.10916,0
1659337200000,1684.57,1697.02,1672.15,1692.38,198044.743,1659340799999,333295632.28393,161228,104250.846,175513069.33899,0
1659340800000,1692.38,1694.92,1680.79,1682.77,127671.202,1659344399999,215508707.48449,115587,60514.087,102155662.84744,0
1659344400000,1682.77,1691.95,1681.32,1686.29,90895.854,1659347999999,153405142.27935,91271,42843.609,72310416.98343,0
1659348000000,1686.30,1687.80,1651.00,1656.53,374842.386,1659351599999,625018305.42578,254114,169843.341,283176639.19822,0
1659351600000,1656.53,1669.43,1640.00,1667.21,377902.692,1659355199999,625367052.24389,274396,188604.444,312207689.91902,0
1659355200000,1667.22,1678.95,1652.75,1655.70,260320.661,1659358799999,433313922.54244,201574,122556.548,204060411.58620,0
1659358800000,1655.70,1671.74,1634.95,1665.36,563511.039,1659362399999,930452463.78776,364984,281966.000,465683000.98413,0
1659362400000,1665.36,1689.52,1662.75,1684.67,575981.016,1659365999999,966860006.69578,380183,285460.060,479230908.15510,0
1659366000000,1684.67,1687.02,1665.28,1671.94,232345.223,1659369599999,389196429.62305,195625,120234.516,201397595.28116,0
1659369600000,1672.00,1673.08,1651.00,1654.59,279233.885,1659373199999,463344878.45343,229153,137135.603,227551136.10796,0
1659373200000,1654.60,1655.00,1623.00,1632.90,457713.223,1659376799999,748629392.15302,324159,226017.393,369725391.69446,0
1659376800000,1632.90,1636.31,1616.00,1626.56,263728.920,1659380399999,428639720.55276,221173,134617.883,218819322.44881,0
1659380400000,1626.55,1631.90,1616.04,1621.72,187755.366,1659383999999,304894530.09923,171027,90875.194,147579389.63771,0
1659384000000,1621.73,1629.81,1608.61,1627.61,205125.810,1659387599999,332427078.61987,165732,95960.021,155563644.59324,0
1659387600000,1627.58,1634.10,1617.20,1623.87,113625.227,1659391199999,184669119.28158,111100,57984.119,94270299.73939,0
1659391200000,1623.87,1631.22,1605.50,1628.04,190710.337,1659394799999,308683026.24970,175712,93741.889,151770894.33954,0
1659394800000,1627.96,1643.00,1621.70,1629.45,245115.719,1659398399999,400588776.81264,200946,115773.614,189287588.95591,0
1659398400000,1629.45,1656.35,1625.65,1632.02,302761.047,1659401999999,496894978.70843,230767,150798.154,247465510.96652,0
1659402000000,1632.02,1640.51,1599.19,1605.29,294688.264,1659405599999,476255723.76411,228804,131836.863,213122530.25031,0
1659405600000,1605.30,1612.63,1581.57,1588.16,374697.833,1659409199999,597751801.03359,279086,177616.579,283404056.10327,0
1659409200000,1588.16,1588.16,1566.80,1576.85,362259.468,1659412799999,571282381.70587,277277,185338.779,292316401.44358,0
1659412800000,1576.85,1585.89,1565.07,1575.30,241947.196,1659416399999,381180348.17382,185542,126948.195,200039432.56671,0
1659416400000,1575.29,1584.89,1573.40,1577.78,144045.128,1659419999999,227619583.54962,136776,70212.143,110967218.29232,0
