open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1709251200000,3343.16,3389.00,3342.18,3383.00,121436.655,1709254799999,409183208.22270,174730,69962.442,235754336.46797,0
1709254800000,3383.01,3393.22,3368.39,3379.01,75604.451,1709258399999,255559756.85394,147554,35044.485,118473153.89027,0
1709258400000,3379.00,3385.00,3355.82,3370.10,68868.445,1709261999999,231976969.98610,148062,31404.140,105784128.70370,0
1709262000000,3370.10,3382.08,3358.31,3371.36,54966.527,1709265599999,185300891.49038,119628,26652.062,89853582.77650,0
1709265600000,3371.36,3386.09,3368.80,3380.85,57349.969,1709269199999,193716531.40812,119759,28868.357,97515975.09802,0
1709269200000,3380.86,3390.00,3371.84,3372.72,49382.344,1709272799999,166947156.92655,112805,23941.434,80944701.69647,0
1709272800000,3372.73,3402.36,3372.00,3389.28,87822.288,1709276399999,297756792.90765,163593,44189.969,149810348.85942,0
1709276400000,3389.28,3398.92,3366.14,3367.73,82817.293,1709279999999,279879032.54503,161649,35079.895,118581757.01984,0
1709280000000,3367.73,3441.99,3355.24,3424.38,257211.688,1709283599999,877335609.82566,365348,133838.890,456537178.07098,0
1709283600000,3424.39,3435.57,3420.16,3432.13,79111.457,1709287199999,271196054.62326,153219,39542.204,135542023.32905,0
1709287200000,3432.13,3432.13,3404.06,3409.31,84969.855,1709290799999,290394059.89594,159329,39597.410,135347547.94509,0
1709290800000,3409.31,3422.44,3401.56,3414.27,66334.822,1709294399999,226378803.61775,136858,36290.486,123870845.22981,0
1709294400000,3414.27,3440.75,3413.64,3427.43,83061.030,1709297999999,284924713.91681,158481,43159.270,148041694.84047,0
1709298000000,3427.43,3454.19,3425.89,3442.20,90569.180,1709301599999,311854945.41435,165840,48403.581,166682434.63728,0
1709301600000,3442.20,3454.08,3380.92,3419.58,259540.406,1709305199999,887845836.85412,352461,116550.869,398747593.66453,0
1709305200000,3419.57,3432.00,3380.00,3393.63,174864.603,1709308799999,595607999.48744,294987,80522.904,274383175.12934,0
1709308800000,3393.63,3406.66,3383.52,3390.30,103599.117,1709312399999,351820050.50027,190304,53249.845,180854087.03959,0
1709312400000,3390.31,3429.22,3390.30,3423.33,126802.518,1709315999999,433146958.77970,177317,67214.121,229581176.12809,0
1709316000000,3423.32,3437.99,3413.44,3435.55,70229.399,1709319599999,240733217.21487,131206,35256.392,120880614.90258,0
1709319600000,3435.56,3439.49,3421.90,3431.14,46574.499,1709323199999,159723598.34004,91762,19866.437,68134594.26071,0
1709323200000,3431.15,3456.00,3424.30,3447.46,88295.611,1709326799999,303578766.99613,138326,45184.669,155363875.83634,0
1709326800000,3447.46,3452.86,3426.75,3429.75,85212.379,1709330399999,293010859.81267,146068,39225.184,134872330.14690,0
1709330400000,3429.75,3441.89,3427.16,3436.57,36049.079,1709333999999,123841663.95389,76247,17831.610,61260470.94786,0
1709334000000,3436.58,3452.53,3431.01,3435.82,46401.384,1709337599999,159673244.05413,97992,22119.544,76112546.36683,0
1709337600000,3435.83,3464.96,3430.12,3462.62,93642.908,1709341199999,323204241.68156,170620,45959.460,158678136.52212,0
1709341200000,3462.62,3463.44,3428.12,3446.57,79498.443,1709344799999,273633970.29879,163926,37522.094,129142042.07155,0
1709344800000,3446.57,3450.53,3432.08,3440.91,46016.918,1709348399999,158281201.86621,97687,21772.282,74876422.96185,0
1709348400000,3440.92,3447.99,3431.50,3445.79,54326.865,1709351999999,186918014.86607,90069,27365.526,94148894.82242,0
1709352000000,3445.80,3448.98,3430.01,3430.32,43472.021,1709355599999,149490902.20701,93069,20738.193,71323934.06042,0
1709355600000,3430.33,3434.24,3390.00,3422.69,124180.038,1709359199999,424207747.51900,180637,57191.101,195387011.77983,0
1709359200000,3422.68,3475.00,3418.29,3440.95,112536.963,1709362799999,387698784.93391,174651,62893.989,216672100.70500,0
1709362800000,3440.94,3445.00,3425.72,3433.71,56728.417,1709366399999,194837118.99072,121144,24692.856,84818799.18123,0
1709366400000,3433.71,3439.65,3408.05,3421.76,74897.729,1709369999999,256321736.18185,143268,34103.792,116718794.29168,0
1709370000000,3421.75,3427.00,3397.12,3407.47,81445.972,1709373599999,277665568.55291,167220,38963.991,132837890.95834,0
1709373600000,3407.48,3419.50,3405.38,3411.30,41884.869,1709377199999,142967655.51109,94338,21294.940,72693926.05033,0
1709377200000,3411.30,3420.86,3406.99,3407.88,35505.772,1709380799999,121221798.76683,93112,16784.364,57312542.09111,0
1709380800000,3407.87,3432.00,3407.11,3424.81,49540.068,1709384399999,169600750.75312,100393,24931.399,85347115.98334,0
1709384400000,3424.80,3428.30,3412.60,3413.65,39896.191,1709387999999,136439551.48388,90806,17269.097,59060077.86159,0
1709388000000,3413.66,3420.24,3397.07,3415.56,91225.831,1709391599999,310912985.50117,168639,45617.569,155492338.48544,0
1709391600000,3415.56,3427.64,3411.44,3421.37,62876.856,1709395199999,215080786.12130,107879,29549.422,101064719.78105,0
1709395200000,3421.37,3430.00,3413.42,3429.13,45164.522,1709398799999,154602387.87068,91228,21104.842,72247792.87729,0
1709398800000,3429.10,3435.75,3417.59,3417.59,41183.628,1709402399999,141158276.55596,85201,18597.427,63743014.76802,0
1709402400000,3417.59,3434.64,3416.63,3434.00,30672.195,1709405999999,105134159.69143,60637,16667.217,57124555.46889,0
1709406000000,3434.00,3434.88,3427.23,3429.71,23690.554,1709409599999,81273799.46379,56021,11135.310,38201562.21925,0
1709409600000,3429.71,3435.00,3406.46,3408.79,71447.345,1709413199999,244034203.98726,107698,32529.041,111089788.63658,0
1709413200000,3408.79,3416.25,3405.10,3411.39,30804.002,1709416799999,105050794.69977,64619,14974.714,51072040.42518,0
1709416800000,3411.38,3413.22,3405.40,3406.51,17657.915,1709420399999,60198553.49959,46828,8277.434,28221259.70971,0
1709420400000,3406.50,3424.43,3406.50,3424.43,37944.593,1709423999999,129697572.42969,65245,19342.321,66105084.25261,0
1709424000000,3424.43,3435.00,3412.00,3431.15,66398.804,1709427599999,227432824.75654,122927,32443.759,111139731.85639,0
1709427600000,3431.15,3437.64,3425.69,3434.33,37177.839,1709431199999,127595661.70043,79468,17236.665,59160058.03626,0
1709431200000,3434.33,3434.81,3413.49,3420.06,36983.016,1709434799999,126542757.01333,82924,16554.131,56638828.85424,0
1709434800000,3420.07,3435.38,3418.60,3434.84,37659.770,1709438399999,129165227.26602,74053,20808.663,71373496.17570,0
1709438400000,3434.83,3450.00,3431.68,3444.36,57853.286,1709441999999,199165954.87329,113815,29577.340,101816861.88977,0
1709442000000,3444.36,3447.68,3424.10,3424.54,48263.670,1709445599999,165702367.75038,96584,20706.889,71093986.70292,0
1709445600000,3424.54,3429.23,3411.14,3415.21,89375.661,1709449199999,305539131.96314,138173,43093.484,147337141.47000,0
1709449200000,3415.21,3418.25,3355.88,3394.76,285783.330,1709452799999,968337949.83969,378663,132594.986,449311696.87768,0
1709452800000,3394.76,3404.74,3377.55,3398.27,95069.480,1709456399999,322544550.92042,198935,48524.102,164628963.60302,0
1709456400000,3398.26,3417.79,3394.84,3410.11,58858.497,1709459999999,200669390.84179,122113,29571.435,100820508.03010,0
1709460000000,3410.10,3413.39,3399.32,3403.33,41676.389,1709463599999,141970894.62880,91849,18734.891,63826325.45887,0
1709463600000,3403.34,3417.60,3398.52,3416.31,36537.483,1709467199999,124578079.09786,76362,18351.724,62577514.03157,0
1709467200000,3416.31,3452.74,3414.29,3423.25,187594.075,1709470799999,644801872.35909,281428,93130.699,320084185.91775,0
1709470800000,3423.26,3432.56,3406.08,3431.98,88977.571,1709474399999,304352028.28317,160751,44799.107,153257916.64719,0
1709474400000,3431.94,3439.30,3417.49,3420.80,64176.409,1709477999999,220055333.10127,116221,28448.645,97584190.30691,0
1709478000000,3420.80,3433.80,3420.03,3424.31,47718.947,1709481599999,163540446.05759,98840,23950.658,82097064.59333,0
1709481600000,3424.31,3489.41,3421.21,3485.14,208915.390,1709485199999,723524355.14246,303431,114741.101,397358908.55759,0
1709485200000,3485.14,3489.63,3458.06,3463.84,94616.758,1709488799999,328643077.15069,182203,42502.144,147624968.91784,0
1709488800000,3463.85,3477.63,3459.84,3473.17,46079.371,1709492399999,159898041.30314,100061,23395.120,81197171.81764,0
1709492400000,3473.16,3477.99,3465.76,3468.03,30374.429,1709495999999,105431228.66062,74599,14722.729,51104696.74445,0
1709496000000,3468.04,3477.64,3462.00,3472.05,31621.996,1709499599999,109751682.80771,76496,15605.106,54162069.63900,0
1709499600000,3472.05,3482.00,3465.04,3480.22,33563.294,1709503199999,116603069.29963,70514,14932.283,51879165.72024,0
1709503200000,3480.23,3496.78,3463.32,3476.58,94757.790,1709506799999,330007392.08784,145144,49784.824,173405491.54779,0
1709506800000,3476.58,3494.77,3467.95,3491.77,69203.281,1709510399999,240889927.67574,132698,36284.677,126328039.32072,0
1709510400000,3491.78,3538.19,3420.22,3490.47,426083.483,1709513999999,1489388718.68932,547707,216784.598,758137955.92879,0
1709514000000,3490.47,3497.81,3470.43,3482.04,96974.984,1709517599999,337993112.35848,211780,48188.439,167981455.04499,0
1709517600000,3482.05,3504.89,3464.96,3492.06,87807.879,1709521199999,306245567.82320,176140,44889.799,156580372.55704,0
1709521200000,3492.07,3492.89,3468.27,3475.49,61239.147,1709524799999,213066389.54825,127264,28300.361,98469237.96416,0
1709524800000,3475.50,3490.95,3472.18,3487.17,43750.041,1709528399999,152322339.89379,95138,22311.071,77681324.98033,0
1709528400000,3487.18,3489.00,3457.64,3467.55,110669.845,1709531999999,383943997.50625,170001,40372.298,140066737.14441,0
1709532000000,3467.55,3476.07,3465.10,3475.26,44720.442,1709535599999,155189923.23020,89400,22272.109,77289554.79462,0
1709535600000,3475.27,3489.30,3463.32,3480.36,81852.057,1709539199999,284572742.02081,152470,38030.422,132240388.22927,0
1709539200000,3480.37,3549.00,3479.99,3538.65,282268.734,1709542799999,993495310.81031,464305,139223.297,489935181.19335,0
1709542800000,3538.66,3539.73,3502.07,3527.58,156978.295,1709546399999,553235326.65714,293766,78974.475,278352485.60385,0
1709546400000,3527.58,3528.44,3484.16,3500.48,148589.576,1709549999999,520683661.36995,266490,70521.920,247149329.34054,0
1709550000000,3500.48,3515.44,3494.19,3510.35,73276.056,1709553599999,256842857.58216,146768,37743.519,132314002.96906,0
1709553600000,3510.36,3511.92,3500.04,3509.37,48270.875,1709557199999,169276916.48954,108109,25073.940,87939220.33068,0
1709557200000,3509.37,3522.94,3487.00,3493.32,116466.894,1709560799999,408536560.75160,200532,55719.536,195484583.39392,0
1709560800000,3493.33,3553.00,3460.00,3537.20,400994.898,1709564399999,1407369926.47117,457439,197145.275,692126184.57529,0
1709564400000,3537.21,3577.00,3525.00,3562.65,266498.640,1709567999999,948121406.55524,338784,140144.622,498608629.85172,0
1709568000000,3562.64,3578.97,3538.00,3553.19,176257.551,1709571599999,627391805.42451,283238,80016.625,284845896.46600,0
1709571600000,3553.19,3589.43,3531.21,3546.81,296550.726,1709575199999,1056474295.83453,428136,143799.718,512396060.83711,0
1709575200000,3546.81,3601.94,3535.00,3600.89,234821.360,1709578799999,837269248.95479,343366,117815.623,420165526.48836,0
1709578800000,3600.88,3616.78,3585.24,3596.91,174938.614,1709582399999,629434906.72586,258709,87327.958,314219318.18698,0
1709582400000,3596.91,3599.95,3575.96,3587.33,112528.859,1709585999999,403810406.55961,187492,57444.686,206150528.03988,0
1709586000000,3587.29,3597.00,3561.00,3583.30,112838.741,1709589599999,403437527.79370,181541,55406.960,198082217.50739,0
1709589600000,3583.27,3612.31,3566.25,3611.32,97735.689,1709593199999,350762977.53803,176881,54290.632,194923853.10173,0
1709593200000,3611.33,3644.77,3608.77,3629.72,256014.966,1709596799999,929148169.87460,326089,130023.213,471876811.95801,0
1709596800000,3629.72,3640.43,3610.12,3622.01,134851.399,1709600399999,489288560.88617,230054,62696.971,227473567.08236,0
1709600400000,3622.01,3661.40,3618.02,3647.65,153267.539,1709603999999,558171351.97614,246785,79758.172,290491312.67603,0
1709604000000,3647.64,3648.46,3611.00,3627.00,141054.795,1709607599999,511707534.41689,212419,66253.503,240365458.25677,0
1709607600000,3627.00,3705.60,3616.15,3695.86,208716.908,1709611199999,765149642.70029,255699,108459.454,397666996.60470,0
1709611200000,3695.86,3751.11,3676.21,3702.73,421689.932,1709614799999,1568063223.75018,494641,205297.148,763487031.32987,0
1709614800000,3702.73,3743.89,3645.91,3722.88,398372.792,1709618399999,1472863875.23791,463230,204769.922,757134442.94544,0
1709618400000,3722.88,3732.45,3704.53,3717.00,138812.367,1709621999999,516176109.98714,191858,63403.292,235751543.00863,0
